"view_history","rt","trial_type_label","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","stimulus","response","item","condition","word","word_index","word_count","too_fast","too_slow","correct_answer","correct"
"","null","","html-keyboard-response","185","47163","0.0-345.0","wn48bxk6","<span class=""fixation"">+</span>","null","","","","","","","","",""
"","71","","html-keyboard-response","186","47234","0.0-346.0","wn48bxk6","<div class""instruction-text><p>Press spacebar to begin the sentence!</p></div>"," ","","","","","","","","",""
"","309","spr_word","html-keyboard-response","187","47544","0.0-347.0","wn48bxk6","<div class=""spr_word""><p>John --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","John","0","25","false","false","",""
"","280","spr_word","html-keyboard-response","188","47825","0.0-349.0","wn48bxk6","<div class=""spr_word""><p>---- was -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","was","1","25","false","false","",""
"","235","spr_word","html-keyboard-response","189","48060","0.0-351.0","wn48bxk6","<div class=""spr_word""><p>---- --- studying ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","studying","2","25","false","false","",""
"","121","spr_word","html-keyboard-response","190","48182","0.0-353.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- alone -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","alone","3","25","false","false","",""
"","112","spr_word","html-keyboard-response","191","48295","0.0-355.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- in --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","in","4","25","false","false","",""
"","119","spr_word","html-keyboard-response","192","48414","0.0-357.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- the ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","the","5","25","false","false","",""
"","135","spr_word","html-keyboard-response","193","48549","0.0-359.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- bookstore. ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","bookstore.","6","25","false","false","",""
"","101","spr_word","html-keyboard-response","194","48651","0.0-361.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- After ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","After","7","25","false","false","",""
"","134","spr_word","html-keyboard-response","195","48785","0.0-363.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- reading --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","reading","8","25","false","false","",""
"","234","spr_word","html-keyboard-response","196","49020","0.0-365.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- the ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","the","9","25","false","false","",""
"","133","spr_word","html-keyboard-response","197","49153","0.0-367.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- math --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","math","10","25","false","false","",""
"","136","spr_word","html-keyboard-response","198","49290","0.0-369.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- and ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","and","11","25","false","false","",""
"","144","spr_word","html-keyboard-response","199","49434","0.0-371.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- science --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","science","12","25","false","false","",""
"","106","spr_word","html-keyboard-response","200","49540","0.0-373.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- textbooks ---- --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","textbooks","13","25","false","false","",""
"","137","spr_word","html-keyboard-response","201","49677","0.0-375.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- from --- ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","from","14","25","false","false","",""
"","248","spr_word","html-keyboard-response","202","49926","0.0-377.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- the ------ -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","the","15","25","false","false","",""
"","274","spr_word","html-keyboard-response","203","50200","0.0-379.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- school -------- -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","school","16","25","false","false","",""
"","122","spr_word","html-keyboard-response","204","50323","0.0-381.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ library, -- ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","library,","17","25","false","false","",""
"","124","spr_word","html-keyboard-response","205","50447","0.0-383.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- he ------- ----- ------- -- --------- --------</p></div>"," ","1","filler","he","18","25","false","false","",""
"","112","spr_word","html-keyboard-response","206","50560","0.0-385.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- dreamed ----- ------- -- --------- --------</p></div>"," ","1","filler","dreamed","19","25","false","false","",""
"","133","spr_word","html-keyboard-response","207","50693","0.0-387.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- about ------- -- --------- --------</p></div>"," ","1","filler","about","20","25","false","false","",""
"","129","spr_word","html-keyboard-response","208","50822","0.0-389.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- proving -- --------- --------</p></div>"," ","1","filler","proving","21","25","false","false","",""
"","116","spr_word","html-keyboard-response","209","50939","0.0-391.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- an --------- --------</p></div>"," ","1","filler","an","22","25","false","false","",""
"","133","spr_word","html-keyboard-response","210","51073","0.0-393.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- important --------</p></div>"," ","1","filler","important","23","25","false","false","",""
"","107","spr_word","html-keyboard-response","211","51181","0.0-395.0","wn48bxk6","<div class=""spr_word""><p>---- --- -------- ----- -- --- ---------- ----- ------- --- ---- --- ------- --------- ---- --- ------ -------- -- ------- ----- ------- -- --------- theorem.</p></div>"," ","1","filler","theorem.","24","25","false","false","",""
"","775","comprehension","html-button-response","212","51957","0.0-397.0","wn48bxk6","<div><p>This is a comprehension question!</p></div>","1","","","","","","","","No","true"
"","null","","html-keyboard-response","213","52459","0.0-398.0","wn48bxk6","<span class=""fixation"">+</span>","null","","","","","","","","",""
"","140","","html-keyboard-response","214","52599","0.0-399.0","wn48bxk6","<div class""instruction-text><p>Press spacebar to begin the sentence!</p></div>"," ","","","","","","","","",""
"","140","spr_word","html-keyboard-response","215","52739","0.0-400.0","wn48bxk6","<div class=""spr_word""><p>Just --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","Just","0","28","false","false","",""
"","145","spr_word","html-keyboard-response","216","52885","0.0-402.0","wn48bxk6","<div class=""spr_word""><p>---- one ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","one","1","28","false","false","",""
"","137","spr_word","html-keyboard-response","217","53022","0.0-404.0","wn48bxk6","<div class=""spr_word""><p>---- --- grandchild ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","grandchild","2","28","false","false","",""
"","137","spr_word","html-keyboard-response","218","53160","0.0-406.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- could ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","could","3","28","false","false","",""
"","127","spr_word","html-keyboard-response","219","53287","0.0-408.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- inherit --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","inherit","4","28","false","false","",""
"","133","spr_word","html-keyboard-response","220","53421","0.0-410.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- the -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","the","5","28","false","false","",""
"","118","spr_word","html-keyboard-response","221","53539","0.0-412.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- jewelry. --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","jewelry.","6","28","false","false","",""
"","130","spr_word","html-keyboard-response","222","53670","0.0-414.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- The -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","The","7","28","false","false","",""
"","132","spr_word","html-keyboard-response","223","53803","0.0-416.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- youngest ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","youngest","8","28","false","false","",""
"","118","spr_word","html-keyboard-response","224","53922","0.0-418.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- grandchild ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","grandchild","9","28","false","false","",""
"","252","spr_word","html-keyboard-response","225","54174","0.0-420.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- hoped ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","hoped","10","28","false","false","",""
"","271","spr_word","html-keyboard-response","226","54445","0.0-422.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- that --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","that","11","28","false","false","",""
"","149","spr_word","html-keyboard-response","227","54594","0.0-424.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- the --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","the","12","28","false","false","",""
"","151","spr_word","html-keyboard-response","228","54746","0.0-426.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- one --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","one","13","28","false","false","",""
"","129","spr_word","html-keyboard-response","229","54876","0.0-428.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- who ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","who","14","28","false","false","",""
"","128","spr_word","html-keyboard-response","230","55005","0.0-430.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- would ------- --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","would","15","28","false","false","",""
"","254","spr_word","html-keyboard-response","231","55260","0.0-432.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- inherit --- ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","inherit","16","28","false","false","",""
"","251","spr_word","html-keyboard-response","232","55511","0.0-434.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- the ------- ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","the","17","28","false","false","",""
"","258","spr_word","html-keyboard-response","233","55770","0.0-436.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- jewelry ----- -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","jewelry","18","28","false","false","",""
"","108","spr_word","html-keyboard-response","234","55879","0.0-438.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- would -- ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","would","19","28","false","false","",""
"","143","spr_word","html-keyboard-response","235","56022","0.0-440.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- be ---- ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","be","20","28","false","false","",""
"","260","spr_word","html-keyboard-response","236","56282","0.0-442.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- them ---- --- ---- --- ------- ----------</p></div>"," ","1","specific_they","them","21","28","false","false","",""
"","271","spr_word","html-keyboard-response","237","56554","0.0-444.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- when --- ---- --- ------- ----------</p></div>"," ","1","specific_they","when","22","28","false","false","",""
"","148","spr_word","html-keyboard-response","238","56702","0.0-446.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- the ---- --- ------- ----------</p></div>"," ","1","specific_they","the","23","28","false","false","",""
"","123","spr_word","html-keyboard-response","239","56825","0.0-448.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- will --- ------- ----------</p></div>"," ","1","specific_they","will","24","28","false","false","",""
"","131","spr_word","html-keyboard-response","240","56956","0.0-450.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- was ------- ----------</p></div>"," ","1","specific_they","was","25","28","false","false","",""
"","129","spr_word","html-keyboard-response","241","57085","0.0-452.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- finally ----------</p></div>"," ","1","specific_they","finally","26","28","false","false","",""
"","114","spr_word","html-keyboard-response","242","57200","0.0-454.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- --- -------- ---------- ----- ---- --- --- --- ----- ------- --- ------- ----- -- ---- ---- --- ---- --- ------- announced.</p></div>"," ","1","specific_they","announced.","27","28","false","false","",""
"","735","comprehension","html-button-response","243","57936","0.0-456.0","wn48bxk6","<div><p>This is a comprehension question!</p></div>","1","","","","","","","","No","true"
"","null","","html-keyboard-response","244","58438","0.0-457.0","wn48bxk6","<span class=""fixation"">+</span>","null","","","","","","","","",""
"","106","","html-keyboard-response","245","58544","0.0-458.0","wn48bxk6","<div class""instruction-text><p>Press spacebar to begin the sentence!</p></div>"," ","","","","","","","","",""
"","135","spr_word","html-keyboard-response","246","58680","0.0-459.0","wn48bxk6","<div class=""spr_word""><p>Only --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","Only","0","25","false","false","",""
"","130","spr_word","html-keyboard-response","247","58810","0.0-461.0","wn48bxk6","<div class=""spr_word""><p>---- one ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","one","1","25","false","false","",""
"","118","spr_word","html-keyboard-response","248","58928","0.0-463.0","wn48bxk6","<div class=""spr_word""><p>---- --- competitor ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","competitor","2","25","false","false","",""
"","132","spr_word","html-keyboard-response","249","59060","0.0-465.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- could --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","could","3","25","false","false","",""
"","153","spr_word","html-keyboard-response","250","59213","0.0-467.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- win --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","win","4","25","false","false","",""
"","105","spr_word","html-keyboard-response","251","59319","0.0-469.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- the ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","the","5","25","false","false","",""
"","132","spr_word","html-keyboard-response","252","59452","0.0-471.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- race. ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","race.","6","25","false","false","",""
"","144","spr_word","html-keyboard-response","253","59596","0.0-473.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- Morgan ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","Morgan","7","25","false","false","",""
"","140","spr_word","html-keyboard-response","254","59736","0.0-475.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ that --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","that","8","25","false","false","",""
"","159","spr_word","html-keyboard-response","255","59896","0.0-477.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- the --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","the","9","25","false","false","",""
"","137","spr_word","html-keyboard-response","256","60034","0.0-479.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- one --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","one","10","25","false","false","",""
"","163","spr_word","html-keyboard-response","257","60198","0.0-481.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- who ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","who","11","25","false","false","",""
"","176","spr_word","html-keyboard-response","258","60374","0.0-483.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- would --- --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","would","12","25","false","false","",""
"","165","spr_word","html-keyboard-response","259","60540","0.0-485.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- win --- ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","win","13","25","false","false","",""
"","166","spr_word","html-keyboard-response","260","60706","0.0-487.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- the ---- ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","the","14","25","false","false","",""
"","167","spr_word","html-keyboard-response","261","60873","0.0-489.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- race ----- -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","race","15","25","false","false","",""
"","171","spr_word","html-keyboard-response","262","61045","0.0-491.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- would -- ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","would","16","25","false","false","",""
"","159","spr_word","html-keyboard-response","263","61204","0.0-493.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- be ---- ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","be","17","25","false","false","",""
"","217","spr_word","html-keyboard-response","264","61421","0.0-495.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- them ---- --- ----- ---- ------- ----------</p></div>"," ","1","named_they","them","18","25","false","false","",""
"","162","spr_word","html-keyboard-response","265","61584","0.0-497.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- when --- ----- ---- ------- ----------</p></div>"," ","1","named_they","when","19","25","false","false","",""
"","106","spr_word","html-keyboard-response","266","61690","0.0-499.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- the ----- ---- ------- ----------</p></div>"," ","1","named_they","the","20","25","false","false","",""
"","146","spr_word","html-keyboard-response","267","61837","0.0-501.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- times ---- ------- ----------</p></div>"," ","1","named_they","times","21","25","false","false","",""
"","117","spr_word","html-keyboard-response","268","61954","0.0-503.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- were ------- ----------</p></div>"," ","1","named_they","were","22","25","false","false","",""
"","139","spr_word","html-keyboard-response","269","62094","0.0-505.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- finally ----------</p></div>"," ","1","named_they","finally","23","25","false","false","",""
"","122","spr_word","html-keyboard-response","270","62216","0.0-507.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- --- --- ----- ------ ---- --- --- --- ----- --- --- ---- ----- -- ---- ---- --- ----- ---- ------- announced.</p></div>"," ","1","named_they","announced.","24","25","false","false","",""
"","706","comprehension","html-button-response","271","62923","0.0-509.0","wn48bxk6","<div><p>This is a comprehension question!</p></div>","1","","","","","","","","No","true"
"","null","","html-keyboard-response","272","63425","0.0-510.0","wn48bxk6","<span class=""fixation"">+</span>","null","","","","","","","","",""
"","5","","html-keyboard-response","273","63431","0.0-511.0","wn48bxk6","<div class""instruction-text><p>Press spacebar to begin the sentence!</p></div>"," ","","","","","","","","",""
"","210","spr_word","html-keyboard-response","274","63641","0.0-512.0","wn48bxk6","<div class=""spr_word""><p>Just --- ---------- ----- ------- --- -------- ---- ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","Just","0","26","false","false","",""
"","129","spr_word","html-keyboard-response","275","63770","0.0-514.0","wn48bxk6","<div class=""spr_word""><p>---- one ---------- ----- ------- --- -------- ---- ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","one","1","26","false","false","",""
"","115","spr_word","html-keyboard-response","276","63886","0.0-516.0","wn48bxk6","<div class=""spr_word""><p>---- --- grandchild ----- ------- --- -------- ---- ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","grandchild","2","26","false","false","",""
"","120","spr_word","html-keyboard-response","277","64006","0.0-518.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- could ------- --- -------- ---- ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","could","3","26","false","false","",""
"","134","spr_word","html-keyboard-response","278","64141","0.0-520.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- inherit --- -------- ---- ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","inherit","4","26","false","false","",""
"","102","spr_word","html-keyboard-response","279","64243","0.0-522.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- the -------- ---- ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","the","5","26","false","false","",""
"","250","spr_word","html-keyboard-response","280","64493","0.0-524.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- jewelry. ---- ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","jewelry.","6","26","false","false","",""
"","244","spr_word","html-keyboard-response","281","64738","0.0-526.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- Alex ----- ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","Alex","7","26","false","false","",""
"","101","spr_word","html-keyboard-response","282","64840","0.0-528.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- ---- hoped ---- --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","hoped","8","26","false","false","",""
"","131","spr_word","html-keyboard-response","283","64971","0.0-530.0","wn48bxk6","<div class=""spr_word""><p>---- --- ---------- ----- ------- --- -------- ---- ----- that --- --- --- ----- ------- --- ------- ----- -- --- ---- --- ---- --- ------- ----------</p></div>"," ","1","named_him","that","9","26","false","false","",""
